song_id,label
1,no_lgbtfobico
2,lgbtfobico
3,no_lgbtfobico
4,no_lgbtfobico
5,lgbtfobico
6,lgbtfobico
7,no_lgbtfobico
8,no_lgbtfobico
9,no_lgbtfobico
10,no_lgbtfobico
11,no_lgbtfobico
12,no_lgbtfobico
13,no_lgbtfobico
14,no_lgbtfobico
15,no_lgbtfobico
16,no_lgbtfobico
17,no_lgbtfobico
18,no_lgbtfobico
19,no_lgbtfobico
20,no_lgbtfobico
21,lgbtfobico
22,no_lgbtfobico
23,no_lgbtfobico
24,no_lgbtfobico
25,no_lgbtfobico
26,lgbtfobico
27,no_lgbtfobico
28,no_lgbtfobico
29,lgbtfobico
30,no_lgbtfobico
31,lgbtfobico
32,lgbtfobico
33,no_lgbtfobico
34,no_lgbtfobico
35,lgbtfobico
36,lgbtfobico
37,lgbtfobico
38,no_lgbtfobico
39,lgbtfobico
40,lgbtfobico
41,lgbtfobico
42,lgbtfobico
43,lgbtfobico
44,no_lgbtfobico
45,lgbtfobico
46,lgbtfobico
47,no_lgbtfobico
48,no_lgbtfobico
49,lgbtfobico
50,no_lgbtfobico
51,no_lgbtfobico
52,no_lgbtfobico
53,lgbtfobico
54,no_lgbtfobico
55,no_lgbtfobico
56,no_lgbtfobico
57,no_lgbtfobico
58,no_lgbtfobico
59,no_lgbtfobico
60,no_lgbtfobico
61,no_lgbtfobico
62,no_lgbtfobico
63,no_lgbtfobico
64,no_lgbtfobico
65,no_lgbtfobico
66,no_lgbtfobico
67,no_lgbtfobico
68,no_lgbtfobico
69,no_lgbtfobico
70,no_lgbtfobico
71,no_lgbtfobico
72,no_lgbtfobico
73,no_lgbtfobico
74,no_lgbtfobico
75,no_lgbtfobico
76,no_lgbtfobico
77,no_lgbtfobico
78,no_lgbtfobico
79,no_lgbtfobico
80,no_lgbtfobico
81,lgbtfobico
82,no_lgbtfobico
83,no_lgbtfobico
84,no_lgbtfobico
85,no_lgbtfobico
86,no_lgbtfobico
87,lgbtfobico
88,no_lgbtfobico
89,no_lgbtfobico
90,no_lgbtfobico
91,no_lgbtfobico
92,no_lgbtfobico
93,no_lgbtfobico
94,no_lgbtfobico
95,no_lgbtfobico
96,no_lgbtfobico
97,no_lgbtfobico
98,no_lgbtfobico
99,no_lgbtfobico
100,no_lgbtfobico
101,no_lgbtfobico
102,no_lgbtfobico
103,no_lgbtfobico
104,no_lgbtfobico
105,no_lgbtfobico
106,no_lgbtfobico
107,no_lgbtfobico
108,no_lgbtfobico
109,no_lgbtfobico
110,no_lgbtfobico
111,no_lgbtfobico
112,no_lgbtfobico
113,no_lgbtfobico
114,no_lgbtfobico
115,no_lgbtfobico
116,no_lgbtfobico
117,no_lgbtfobico
118,no_lgbtfobico
119,no_lgbtfobico
120,no_lgbtfobico
121,no_lgbtfobico
122,no_lgbtfobico
123,no_lgbtfobico
124,no_lgbtfobico
125,no_lgbtfobico
126,no_lgbtfobico
127,no_lgbtfobico
128,no_lgbtfobico
129,no_lgbtfobico
130,no_lgbtfobico
131,no_lgbtfobico
132,no_lgbtfobico
133,no_lgbtfobico
134,no_lgbtfobico
135,no_lgbtfobico
136,no_lgbtfobico
137,no_lgbtfobico
138,no_lgbtfobico
139,no_lgbtfobico
140,no_lgbtfobico
141,no_lgbtfobico
142,no_lgbtfobico
143,no_lgbtfobico
144,no_lgbtfobico
145,no_lgbtfobico
146,no_lgbtfobico
147,no_lgbtfobico
148,no_lgbtfobico
149,no_lgbtfobico
150,no_lgbtfobico
151,no_lgbtfobico
152,no_lgbtfobico
153,no_lgbtfobico
154,no_lgbtfobico
155,no_lgbtfobico
156,no_lgbtfobico
157,no_lgbtfobico
158,no_lgbtfobico
159,no_lgbtfobico
160,no_lgbtfobico
161,no_lgbtfobico
162,no_lgbtfobico
163,no_lgbtfobico
164,no_lgbtfobico
165,no_lgbtfobico
166,no_lgbtfobico
167,no_lgbtfobico
168,no_lgbtfobico
169,no_lgbtfobico
170,no_lgbtfobico
171,no_lgbtfobico
172,no_lgbtfobico
173,no_lgbtfobico
174,no_lgbtfobico
175,no_lgbtfobico
176,no_lgbtfobico
177,no_lgbtfobico
178,no_lgbtfobico
179,no_lgbtfobico
180,no_lgbtfobico
181,no_lgbtfobico
182,no_lgbtfobico
183,no_lgbtfobico
184,no_lgbtfobico
185,no_lgbtfobico
186,no_lgbtfobico
187,no_lgbtfobico
188,no_lgbtfobico
189,no_lgbtfobico
190,no_lgbtfobico
191,no_lgbtfobico
192,no_lgbtfobico
193,no_lgbtfobico
194,no_lgbtfobico
195,no_lgbtfobico
196,no_lgbtfobico
197,no_lgbtfobico
198,no_lgbtfobico
199,no_lgbtfobico
200,no_lgbtfobico
201,no_lgbtfobico
202,no_lgbtfobico
203,no_lgbtfobico
204,no_lgbtfobico
205,no_lgbtfobico
206,no_lgbtfobico
207,no_lgbtfobico
208,no_lgbtfobico
209,no_lgbtfobico
210,no_lgbtfobico
211,no_lgbtfobico
212,no_lgbtfobico
213,no_lgbtfobico
214,no_lgbtfobico
215,no_lgbtfobico
216,no_lgbtfobico
217,no_lgbtfobico
218,no_lgbtfobico
219,no_lgbtfobico
220,no_lgbtfobico
221,no_lgbtfobico
222,no_lgbtfobico
223,no_lgbtfobico
224,no_lgbtfobico
225,no_lgbtfobico
226,no_lgbtfobico
227,no_lgbtfobico
228,no_lgbtfobico
229,no_lgbtfobico
230,no_lgbtfobico
231,no_lgbtfobico
232,no_lgbtfobico
233,no_lgbtfobico
234,no_lgbtfobico
235,no_lgbtfobico
236,no_lgbtfobico
237,no_lgbtfobico
238,no_lgbtfobico
239,no_lgbtfobico
240,no_lgbtfobico
241,no_lgbtfobico
242,no_lgbtfobico
243,no_lgbtfobico
244,no_lgbtfobico
245,no_lgbtfobico
246,no_lgbtfobico
247,no_lgbtfobico
248,no_lgbtfobico
249,no_lgbtfobico
250,no_lgbtfobico
251,no_lgbtfobico
252,no_lgbtfobico
253,no_lgbtfobico
254,no_lgbtfobico
255,no_lgbtfobico
256,no_lgbtfobico
257,no_lgbtfobico
258,no_lgbtfobico
259,no_lgbtfobico
260,no_lgbtfobico
261,no_lgbtfobico
262,no_lgbtfobico
263,no_lgbtfobico
264,no_lgbtfobico
265,no_lgbtfobico
266,no_lgbtfobico
267,no_lgbtfobico
268,no_lgbtfobico
269,no_lgbtfobico
270,no_lgbtfobico
271,no_lgbtfobico
272,no_lgbtfobico
273,no_lgbtfobico
274,no_lgbtfobico
275,no_lgbtfobico
276,no_lgbtfobico
277,no_lgbtfobico
278,no_lgbtfobico
279,no_lgbtfobico
280,no_lgbtfobico
281,no_lgbtfobico
282,no_lgbtfobico
283,no_lgbtfobico
284,no_lgbtfobico
285,no_lgbtfobico
286,no_lgbtfobico
287,no_lgbtfobico
288,no_lgbtfobico
289,no_lgbtfobico
290,no_lgbtfobico
291,no_lgbtfobico
292,no_lgbtfobico
293,no_lgbtfobico
294,no_lgbtfobico
295,no_lgbtfobico
296,no_lgbtfobico
297,no_lgbtfobico
298,no_lgbtfobico
299,no_lgbtfobico
300,no_lgbtfobico
301,no_lgbtfobico
302,no_lgbtfobico
303,no_lgbtfobico
304,no_lgbtfobico
305,no_lgbtfobico
306,no_lgbtfobico
307,no_lgbtfobico
308,no_lgbtfobico
309,no_lgbtfobico
310,no_lgbtfobico
311,no_lgbtfobico
312,no_lgbtfobico
313,no_lgbtfobico
314,no_lgbtfobico
315,no_lgbtfobico
316,no_lgbtfobico
317,no_lgbtfobico
318,no_lgbtfobico
319,no_lgbtfobico
320,no_lgbtfobico
321,no_lgbtfobico
322,no_lgbtfobico
323,no_lgbtfobico
324,no_lgbtfobico
325,no_lgbtfobico
326,no_lgbtfobico
327,no_lgbtfobico
328,no_lgbtfobico
329,no_lgbtfobico
330,no_lgbtfobico
331,no_lgbtfobico
332,no_lgbtfobico
333,no_lgbtfobico
334,no_lgbtfobico
335,no_lgbtfobico
336,no_lgbtfobico
337,no_lgbtfobico
338,no_lgbtfobico
339,no_lgbtfobico
340,no_lgbtfobico
341,no_lgbtfobico
342,no_lgbtfobico
343,no_lgbtfobico
344,no_lgbtfobico
345,no_lgbtfobico
346,no_lgbtfobico
347,no_lgbtfobico
348,no_lgbtfobico
349,no_lgbtfobico
350,no_lgbtfobico
351,no_lgbtfobico
352,no_lgbtfobico
353,no_lgbtfobico
354,no_lgbtfobico
355,no_lgbtfobico
356,no_lgbtfobico
357,no_lgbtfobico
358,no_lgbtfobico
359,no_lgbtfobico
360,no_lgbtfobico
361,no_lgbtfobico
362,no_lgbtfobico
363,no_lgbtfobico
364,no_lgbtfobico
365,no_lgbtfobico
366,no_lgbtfobico
367,no_lgbtfobico
368,lgbtfobico
369,no_lgbtfobico
370,no_lgbtfobico
371,lgbtfobico
372,lgbtfobico
373,no_lgbtfobico
374,lgbtfobico
375,no_lgbtfobico
376,lgbtfobico
377,no_lgbtfobico
378,lgbtfobico
379,no_lgbtfobico
380,no_lgbtfobico
381,no_lgbtfobico
382,no_lgbtfobico
383,no_lgbtfobico
384,no_lgbtfobico
385,no_lgbtfobico
386,no_lgbtfobico
387,lgbtfobico
388,no_lgbtfobico
389,no_lgbtfobico
390,no_lgbtfobico
391,no_lgbtfobico
392,lgbtfobico
393,no_lgbtfobico
394,no_lgbtfobico
395,no_lgbtfobico
396,no_lgbtfobico
397,no_lgbtfobico
398,no_lgbtfobico
399,no_lgbtfobico
400,no_lgbtfobico
401,no_lgbtfobico
402,no_lgbtfobico
403,no_lgbtfobico
404,no_lgbtfobico
405,lgbtfobico
406,no_lgbtfobico
407,no_lgbtfobico
408,no_lgbtfobico
409,lgbtfobico
410,no_lgbtfobico
411,no_lgbtfobico
412,no_lgbtfobico
413,lgbtfobico
414,no_lgbtfobico
415,no_lgbtfobico
416,no_lgbtfobico
417,no_lgbtfobico
418,no_lgbtfobico
419,no_lgbtfobico
420,no_lgbtfobico
421,no_lgbtfobico
422,no_lgbtfobico
423,no_lgbtfobico
424,no_lgbtfobico
425,no_lgbtfobico
426,no_lgbtfobico
427,no_lgbtfobico
428,no_lgbtfobico
429,no_lgbtfobico
430,no_lgbtfobico
431,no_lgbtfobico
432,no_lgbtfobico
433,no_lgbtfobico
434,no_lgbtfobico
435,lgbtfobico
436,no_lgbtfobico
437,lgbtfobico
438,no_lgbtfobico
439,no_lgbtfobico
440,no_lgbtfobico
441,no_lgbtfobico
442,no_lgbtfobico
443,no_lgbtfobico
444,no_lgbtfobico
445,no_lgbtfobico
446,no_lgbtfobico
447,no_lgbtfobico
448,no_lgbtfobico
449,no_lgbtfobico
450,no_lgbtfobico
451,lgbtfobico
452,no_lgbtfobico
453,no_lgbtfobico
454,no_lgbtfobico
455,no_lgbtfobico
456,no_lgbtfobico
457,no_lgbtfobico
458,no_lgbtfobico
459,no_lgbtfobico
460,no_lgbtfobico
461,no_lgbtfobico
462,no_lgbtfobico
463,no_lgbtfobico
464,no_lgbtfobico
465,no_lgbtfobico
466,no_lgbtfobico
467,no_lgbtfobico
468,no_lgbtfobico
469,no_lgbtfobico
470,no_lgbtfobico
471,no_lgbtfobico
472,no_lgbtfobico
473,no_lgbtfobico
474,no_lgbtfobico
475,no_lgbtfobico
476,no_lgbtfobico
477,no_lgbtfobico
478,no_lgbtfobico
479,no_lgbtfobico
480,no_lgbtfobico
481,no_lgbtfobico
482,no_lgbtfobico
483,no_lgbtfobico
484,no_lgbtfobico
485,no_lgbtfobico
486,no_lgbtfobico
487,no_lgbtfobico
488,no_lgbtfobico
489,no_lgbtfobico
490,no_lgbtfobico
491,no_lgbtfobico
492,no_lgbtfobico
493,no_lgbtfobico
494,no_lgbtfobico
495,no_lgbtfobico
496,no_lgbtfobico
497,no_lgbtfobico
498,no_lgbtfobico
499,no_lgbtfobico
500,no_lgbtfobico
501,no_lgbtfobico
502,no_lgbtfobico
503,no_lgbtfobico
504,no_lgbtfobico
505,no_lgbtfobico
506,no_lgbtfobico
507,no_lgbtfobico
508,no_lgbtfobico
509,no_lgbtfobico
510,no_lgbtfobico
511,no_lgbtfobico
512,no_lgbtfobico
513,no_lgbtfobico
514,no_lgbtfobico
515,no_lgbtfobico
516,no_lgbtfobico
517,no_lgbtfobico
518,no_lgbtfobico
519,no_lgbtfobico
520,no_lgbtfobico
521,no_lgbtfobico
522,no_lgbtfobico
523,no_lgbtfobico
524,no_lgbtfobico
525,no_lgbtfobico
526,no_lgbtfobico
527,no_lgbtfobico
528,no_lgbtfobico
529,no_lgbtfobico
530,no_lgbtfobico
531,no_lgbtfobico
532,no_lgbtfobico
533,no_lgbtfobico
534,no_lgbtfobico
535,no_lgbtfobico
536,no_lgbtfobico
537,no_lgbtfobico
538,no_lgbtfobico
539,no_lgbtfobico
540,no_lgbtfobico
541,no_lgbtfobico
542,no_lgbtfobico
543,no_lgbtfobico
544,no_lgbtfobico
545,no_lgbtfobico
546,no_lgbtfobico
547,no_lgbtfobico
548,no_lgbtfobico
549,no_lgbtfobico
550,no_lgbtfobico
551,no_lgbtfobico
552,no_lgbtfobico
553,no_lgbtfobico
554,no_lgbtfobico
555,no_lgbtfobico
556,no_lgbtfobico
557,no_lgbtfobico
558,no_lgbtfobico
559,no_lgbtfobico
560,no_lgbtfobico
561,no_lgbtfobico
562,no_lgbtfobico
563,no_lgbtfobico
564,no_lgbtfobico
565,no_lgbtfobico
566,no_lgbtfobico
567,no_lgbtfobico
568,no_lgbtfobico
569,no_lgbtfobico
570,no_lgbtfobico
571,no_lgbtfobico
572,no_lgbtfobico
573,no_lgbtfobico
574,no_lgbtfobico
575,no_lgbtfobico
576,no_lgbtfobico
577,no_lgbtfobico
578,no_lgbtfobico
579,no_lgbtfobico
580,no_lgbtfobico
581,no_lgbtfobico
582,no_lgbtfobico
583,no_lgbtfobico
584,no_lgbtfobico
585,no_lgbtfobico
586,no_lgbtfobico
587,no_lgbtfobico
588,no_lgbtfobico
589,no_lgbtfobico
590,no_lgbtfobico
591,no_lgbtfobico
592,no_lgbtfobico
593,no_lgbtfobico
594,no_lgbtfobico
595,no_lgbtfobico
596,lgbtfobico
597,lgbtfobico
598,no_lgbtfobico
599,lgbtfobico
600,lgbtfobico